placekey,safegraph_place_id,brands,location_name,street_address,city,region,postal_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts
zzw-224@628-pky-fvf,sg:8e763a9a0b3140c6800df96f764d9c65,The Home Depot,The Home Depot,310 White Horse Pike N Ste 1,Lawnside,NJ,08045,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1221.0,904.0
222-222@5qw-vt8-47q,sg:bb1989027f93425890ea70480c530939,The Home Depot,The Home Depot,6501 NE Loop 820,North Richland Hills,TX,76180,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3786.0,2443.0
222-222@63s-czh-s89,sg:1f2b6f0e9391485594fba7e6e7827cd3,The Home Depot,The Home Depot,600 S Trooper Rd,Norristown,PA,19403,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1661.0,1073.0
zzw-222@8g8-ytr-94v,sg:4b4372661f644c9babc1eb71584f98f5,The Home Depot,The Home Depot,250 Abbie Dr,Lenoir City,TN,37772,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3524.0,1940.0
zzw-222@65y-zdz-54v,sg:b08f69ad087a4a28a345636ca6bddd00,Lowe's,Lowe's,10 Lowes Dr,Saratoga Springs,NY,12866,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1279.0,858.0
222-222@5z6-3cd-fj9,sg:3b0e0cafda89424bba231f625e7c643e,The Home Depot,The Home Depot,2450 Cherry Ave,Signal Hill,CA,90755,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1946.0,1279.0
223-222@5r8-6nx-fcq,sg:9d737908b0834263ba9d71887383220d,Lowe's,Lowe's,4233 W Sunset Ave,Springdale,AR,72762,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2810.0,1831.0
222-222@5pn-7g2-3wk,sg:c138a1781d4349d39e9ce10d9c29954e,Lowe's,Lowe's,1800 S Parkway St,Corinth,MS,38834,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4604.0,2465.0
zzw-222@5z4-zxn-zxq,sg:a5075012a76e405d95409bbfba1d3658,The Home Depot,The Home Depot,8801 S La Cienega Blvd,Inglewood,CA,90301,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1580.0,897.0
222-222@5sc-89h-fpv,sg:f6b23d5cf6b44ba5a4e33f38bb5be2f8,Lowe's,Lowe's,230 Crossroads Dr,Plover,WI,54467,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1388.0,981.0
zzw-222@5x4-4jj-3nq,sg:f750a2a5dae746309cd6a5b37828c462,The Home Depot,The Home Depot,17777 NE 76th St,Redmond,WA,98052,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3374.0,1908.0
zzw-222@5z8-3g3-6ff,sg:a849fc94197f4aea8787612d6cfdab1f,The Home Depot,The Home Depot,6975 Market Place Dr,Goleta,CA,93117,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1450.0,844.0
222-222@8sy-smk-vxq,sg:ced686919daa4cb59f1e5d33c9591472,Lowe's,Lowe's,1495 S Highway 183,Leander,TX,78641,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5213.0,2973.0
222-222@5z5-pwn-hh5,sg:e751a4300d7e4d58b4d292f6a4481174,Lowe's,Lowe's,13750 Poway Rd,Poway,CA,92064,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1869.0,1118.0
222-222@8sz-ttw-kzz,sg:9d861b3c640c484eb3a9f9a790b5d6a4,Lowe's,Lowe's,7843 Interstate 35 S,San Antonio,TX,78224,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2730.0,1856.0
zzw-222@628-p98-yjv,sg:a13c53718b52431390b76d94d319efae,The Home Depot,The Home Depot,9000 Route 130,Delran,NJ,08075,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2102.0,1217.0
zzw-222@5py-jk8-t9z,sg:b05c7a17b3684323a169cf39dc64d678,The Home Depot,The Home Depot,10301 Westport Rd,Louisville,KY,40241,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3051.0,2018.0
222-222@8sz-tfk-hh5,sg:ee392f325763498aa3d1b054c1b894ff,The Home Depot,The Home Depot,435 W Sunset Rd,San Antonio,TX,78209,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2913.0,1821.0
zzw-222@647-364-249,sg:22e3631cae4a48e58f3fc94f58507b9d,The Home Depot,The Home Depot,901 E Broad St,Fuquay-Varina,NC,27526,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4220.0,2431.0
zzw-222@8gf-dnb-cyv,sg:36ed0a0f09d04b898d11fb3418485df1,Lowe's,Lowe's,5310 Ballantyne Commons Pkwy,Charlotte,NC,28277,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3050.0,1854.0
zzw-222@8sz-wr3-5vf,sg:9e92d5c30a4b409fad72df9b2ad999b4,The Home Depot,The Home Depot,1360 N Interstate 35,New Braunfels,TX,78130,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4857.0,2901.0
222-222@5z5-t6z-kj9,sg:e986ba99a7f94205b7c146fb1357114c,Lowe's,Lowe's,2515 Palomar Airport Rd,Carlsbad,CA,92011,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1672.0,1070.0
222-222@63q-rrx-87q,sg:fd3e87232c6e40199545ba1a38ffd0e8,The Home Depot,The Home Depot,1881 Ridge Rd,West Seneca,NY,14224,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1888.0,1120.0
222-222@5z4-rj6-4qf,sg:d23d744ca99f44659ba999d781d363f0,The Home Depot,The Home Depot,6140 Hamner Ave,Eastvale,CA,91752,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3441.0,2174.0
222-222@5qb-9zj-cwk,sg:403bbfccfe2f4002af5a9eca777f39a3,The Home Depot,The Home Depot,1550 S University Ave,Provo,UT,84601,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2771.0,1678.0
zzw-222@627-wsz-p35,sg:be235b448c9e48ddb4d10cc1d92a861a,Lowe's,Lowe's,100 Connecticut Ave,Norwalk,CT,06850,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1497.0,924.0
222-222@8gf-dwv-y7q,sg:feafbe7c3cd24dfdb847971b2dd13a4e,Lowe's,Lowe's,1350 Springdale Rd,Rock Hill,SC,29730,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4126.0,2367.0
zzy-222@8tf-jdt-3h5,sg:3a5e1ef5e9a146829291d5155533b964,Lowe's,Lowe's,4531 Woodrow Bean Transmountain Rd,El Paso,TX,79924,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,3389.0,1844.0
222-222@62k-zkw-py9,sg:76748266c7de4c8bac0db9b23c0dbbf6,The Home Depot,The Home Depot,154 Topsham Fair Mall Rd,Topsham,ME,04086,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1152.0,664.0
222-222@5z6-wdr-gtv,sg:f5cf9c5739604a76909be800b485b764,The Home Depot,The Home Depot,1600 E Prosperity Ave,Tulare,CA,93274,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1478.0,840.0
222-222@5z6-43s-5xq,sg:4641ec14f6b24a7c8275aca8f1862a2d,The Home Depot,The Home Depot,7100 Warner Ave,Huntington Beach,CA,92647,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2934.0,1731.0
222-222@8gf-gjh-66k,sg:9adc5275606347579589a3a00fe31130,Lowe's,Lowe's,2079 E Main St,Spartanburg,SC,29307,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2200.0,1368.0
223-222@5qv-x84-ht9,sg:bb28009be5ca4f24adbb3ad646db5ccf,The Home Depot,The Home Depot,300 S Village Center Dr,Southlake,TX,76092,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3025.0,1984.0
222-222@8fy-fwf-sdv,sg:ccc99d83e8c14773bb6e4f5648577bd1,The Home Depot,The Home Depot,4560 13th St,Saint Cloud,FL,34769,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,5068.0,2761.0
222-222@5yz-n88-k75,sg:93f836eefa7b43fe9cb651da1e6c091b,The Home Depot,The Home Depot,725 W Telegraph St,Washington,UT,84780,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2118.0,1301.0
zzw-222@8gf-zzt-3t9,sg:3deccf4954e74d029e2030668dd34ed9,Lowe's,Lowe's,2350 W Roosevelt Blvd,Monroe,NC,28110,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3074.0,1928.0
222-222@5vh-tq3-fcq,sg:29511cbf724b46fcb30941d65bbcb284,Lowe's,Lowe's,120 Old Wards Ferry Rd,Sonora,CA,95370,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1961.0,1043.0
zzw-222@8gg-83g-3nq,sg:7b80f6b92d45443ca6003a29e9e7e79c,Lowe's,Lowe's,1450 Lumber Ln,Winston Salem,NC,27127,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3583.0,1880.0
222-222@63f-ktr-jn5,sg:9219225389354951b4f0f0de3164c0b9,Lowe's,Lowe's,1920 NW Maynard Rd,Cary,NC,27513,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2423.0,1416.0
zzw-222@5wg-42d-whq,sg:cbde470a3ca54bed8c0983c3c81e5e88,The Home Depot,The Home Depot,2075 S Holmes Ave,Idaho Falls,ID,83404,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,3608.0,2036.0
zzw-222@8f2-d55-j35,sg:d05f0a6a24c6478eaabb722ca5d4019e,The Home Depot,The Home Depot,2800 Airline Dr,Bossier City,LA,71111,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5564.0,3320.0
zzw-222@8gp-3qc-6ff,sg:f31c6011a38c4607a6cac06d6f28175f,The Home Depot,The Home Depot,12721 Atlantic Blvd,Jacksonville,FL,32225,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3549.0,2061.0
zzw-223@5z8-74b-ghq,sg:5159378ee4434553ae7758186f0e6480,The Home Depot,The Home Depot,905 El Camino Real,Atascadero,CA,93422,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2042.0,1037.0
222-223@64h-vmf-ysq,sg:3577126e2c084ccaaf1b294a36ce65fb,Lowe's,Lowe's,1081 N Military Hwy,Norfolk,VA,23502,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2743.0,1741.0
222-222@63v-4kv-yjv,sg:88ba343d6ee444fb8d132e751a71c6f3,The Home Depot,The Home Depot,37000 Van Dyke Ave,Sterling Heights,MI,48312,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2846.0,1655.0
zzw-222@8dg-ggg-28v,sg:57384e2e989e4c1d953a3e913f69fe76,The Home Depot,The Home Depot,14655 S Tamiami Trl,Fort Myers,FL,33912,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3808.0,2287.0
222-222@8g7-4b5-bzf,sg:ee956da8a6364b05ac79ef4265e261de,The Home Depot,The Home Depot,2450 Cumberland Pkwy SE,Vinings,GA,30339,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3628.0,2338.0
222-222@5pr-6dc-rp9,sg:c452048c80b54be880b72d7e26e7527d,The Home Depot,The Home Depot,15501 W 67th St,Shawnee,KS,66217,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3523.0,2119.0
zzw-222@8g7-83t-b6k,sg:16125edceb7140cfb7037cbc10b94825,The Home Depot,The Home Depot,520 N Belair Rd,Evans,GA,30809,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3233.0,1956.0
222-222@627-y3h-sbk,sg:faaad14a5f06456eafee6a4f59ef6bd5,The Home Depot,The Home Depot,111 Jericho Tpke,Syosset,NY,11791,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2665.0,1595.0
222-222@627-rwn-dvz,sg:60c848456c814512a9d26bb7a8503bc0,The Home Depot,The Home Depot,2560 Bruckner Blvd,Bronx,NY,10465,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4239.0,2473.0
225-222@5z4-zxf-r8v,sg:f4fb36de235149979159c5c24548e70d,The Home Depot,The Home Depot,4925 W Slauson Ave,Ladera Heights,CA,90056,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1120.0,677.0
222-222@8gb-3bn-kzz,sg:1a15ea048dd24d789b8fe7ed129ed765,Lowe's,Lowe's,2044 Cumming Hwy,Canton,GA,30115,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4068.0,2478.0
zzw-222@628-pyz-3bk,sg:1eafad265371450bb691b6be7566f083,Lowe's,Lowe's,4055 Welsh Rd,Willow Grove,PA,19090,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2510.0,1664.0
222-222@8fc-rkm-gff,sg:558f11d7656e4068afd79150f76fee68,The Home Depot,The Home Depot,17928 Spring Cypress Rd,Cypress,TX,77429,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5034.0,3108.0
222-222@5qv-vcf-zfz,sg:73baf55e812e40b787b66abd542f6ea7,Lowe's,Lowe's,4444 N Galloway Ave,Mesquite,TX,75150,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4317.0,2695.0
223-222@627-xrv-rc5,sg:e0b2367d99e740528aab1db6642a97a2,The Home Depot,The Home Depot,475 Commack Rd,Deer Park,NY,11729,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2714.0,1688.0
222-222@5pw-6ct-g6k,sg:6d7d51544fa54a55a499b0ae20752a58,The Home Depot,The Home Depot,4555 S Western Blvd,Chicago,IL,60609,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2717.0,1534.0
222-222@8gf-rsc-yvz,sg:34e699aeef9c40cb82c7ca81f08062bb,The Home Depot,The Home Depot,127 Acton Cir,Asheville,NC,28806,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1978.0,1190.0
222-222@5qs-zjh-94v,sg:3a6cacbf7f8141898a85799f57060f09,Lowe's,Lowe's,3801 N May Ave,Oklahoma City,OK,73112,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3206.0,1961.0
zzw-222@8sr-cqw-fxq,sg:435727fc03af4c16bb0a04699ad0cba0,Lowe's,Lowe's,574 S Bibb Ave,Eagle Pass,TX,78852,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2519.0,1162.0
zzw-222@5pk-nxt-7kf,sg:2359062074f14737885c05e4ca1aba4a,The Home Depot,The Home Depot,3891 Mexico Rd,Saint Charles,MO,63303,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2499.0,1549.0
zzw-222@8dy-5tb-zzz,sg:3cac419b23c8457bb1dbfc6cdc7c043b,Lowe's,Lowe's,2700 Charity St,Abbeville,LA,70510,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2299.0,1238.0
zzw-222@63c-rhv-j35,sg:919bdd0e68ad4eff92ef9146dc09ab50,The Home Depot,The Home Depot,3787 Home Depot Dr,Zanesville,OH,43701,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2070.0,1370.0
222-222@5pj-5np-ch5,sg:b35baff6947a47f6be377e528bfe6665,The Home Depot,The Home Depot,1706 W Highway 50,O Fallon,IL,62269,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2178.0,1358.0
222-222@5z5-t73-mc5,sg:d88f161370ad4fe9ae42e532f57e4fc2,The Home Depot,The Home Depot,1001 N El Camino Real,Encinitas,CA,92024,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3286.0,1774.0
222-222@5s6-wcw-4jv,sg:627a8bf7010e4a7480b41344f8264e9b,The Home Depot,The Home Depot,47950 Grand River Ave,Novi,MI,48374,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2029.0,1343.0
zzw-222@63r-7y3-3h5,sg:bb445413c76a40d1b935338948acc31e,Lowe's,Lowe's,6750 Richmond Hwy,Groveton,VA,22306,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,792.0,451.0
222-222@5ps-mmm-gp9,sg:caea4649e5eb45a49e8c0a8b2fa9e3d9,Lowe's,Lowe's,3701 E Race Ave,Searcy,AR,72143,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4035.0,2301.0
222-222@8fc-8ks-qcq,sg:8c313a6f9fd5409994605e679571360e,The Home Depot,The Home Depot,4915 Garth Rd,Baytown,TX,77521,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4248.0,2599.0
zzw-222@63r-7xs-zcq,sg:fc0bb30ec2b1430a9662b0f7f3d48c23,The Home Depot,The Home Depot,400 S Pickett St,Alexandria,VA,22304,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1392.0,916.0
zzw-222@5s7-27h-st9,sg:439f2adffba24e7a8ab2dea8ee6ac114,The Home Depot,The Home Depot,225 W Avon Rd,Rochester Hills,MI,48307,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3372.0,1945.0
222-222@63m-2mj-zj9,sg:e1761df8b8f7470a8af48c1dbe0ef469,Lowe's,Lowe's,925 Patriot Dr,Elizabethton,TN,37643,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2396.0,1219.0
222-222@8dj-mxs-tjv,sg:66401f53c31644f0a487ad851b0dc474,Lowe's,Lowe's,2801 James L Redman Pkwy,Plant City,FL,33566,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3241.0,1778.0
222-222@5xc-k88-wtv,sg:903d46b47a8948708307b162aa6a54fa,The Home Depot,The Home Depot,8601 NE Andresen Rd,Vancouver,WA,98665,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3504.0,2056.0
222-222@63m-s3f-c89,sg:f268291385a24021b5aec9657fc4db1b,Lowe's,Lowe's,700 Mall Rd,Barboursville,WV,25504,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2819.0,1601.0
222-222@5px-4xg-c3q,sg:69b48745ffa3448882a96b32c5cde89d,The Home Depot,The Home Depot,1510 Ring Rd,Elizabethtown,KY,42701,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2791.0,1736.0
zzw-222@5sw-6gb-wx5,sg:d92a600566494944aa28497e8ace42dc,Lowe's,Lowe's,3291 N Sanders St,Helena,MT,59602,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1632.0,892.0
223-222@8fc-8w5-yjv,sg:e747d623e17c49a196905789ef4ad212,The Home Depot,The Home Depot,1514 Broadway St,Pearland,TX,77581,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3092.0,1852.0
222-222@8dy-ssp-h5z,sg:1376ed94c70b407c9014af9578955014,Lowe's,Lowe's,1592 Martin Luther King Jr Blvd,Bayou Cane,LA,70360,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4524.0,2626.0
zzw-222@629-3q6-9pv,sg:6d5f8d83a70743f1bc810e08b3df28bf,The Home Depot,The Home Depot,503 New Park Ave,West Hartford,CT,06110,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1732.0,982.0
zzw-222@629-n2d-5zz,sg:bc75e6006802475b8bd6fe50189aa8e6,The Home Depot,The Home Depot,3470 North Rd,Fairview,NY,12601,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1508.0,898.0
222-222@5z4-rjj-b6k,sg:70f20efea57a4b84a0e20fbd83dcaccc,The Home Depot,The Home Depot,2980 S Euclid Ave,Ontario,CA,91762,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2680.0,1616.0
zzw-222@8t2-k7w-dqf,sg:7ec554a8da314235bada04b6132e8b97,The Home Depot,The Home Depot,8801 S I 35,Austin,TX,78744,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2656.0,1574.0
224-222@5vh-f4q-45f,sg:dab627aa996548378d2381dfe2f6693a,The Home Depot,The Home Depot,1590 Canyon del Rey Blvd,Seaside,CA,93955,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1646.0,957.0
222-222@8gm-hvf-ygk,sg:e1dee36bdd394037953392fdcb0dd2d7,Lowe's,Lowe's,1836 US Highway 78 E,Oxford,AL,36203,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4178.0,2436.0
222-222@5z7-s54-brk,sg:e553ec175f3e4f9688de373849eea6b4,The Home Depot,The Home Depot,7150 N Abby St,Fresno,CA,93720,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2497.0,1668.0
zzw-222@627-wsx-3nq,sg:40e4c701538449acbe6d0e285f48294f,The Home Depot,The Home Depot,600 Connecticut Ave,Norwalk,CT,06854,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1789.0,1068.0
zzw-222@8fy-85v-6hq,sg:a1a4538949274cdbbe0458e77d484b03,Lowe's,Lowe's,12200 Lake Underhill Rd,Orlando,FL,32825,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3741.0,2190.0
zzy-222@3f4-s5x-brk,sg:3d8107b0adc744ce9229c6241f30bb7b,The Home Depot,The Home Depot,1301 Old Steese Hwy,Fairbanks,AK,99701,2020-07-01T00:00:00-08:00,2020-08-01T00:00:00-08:00,851.0,483.0
zzw-222@5wr-7m2-7t9,sg:7a9580ec10334d8badd5bb2c1d3a9a9c,The Home Depot,The Home Depot,1650 Pole Line Rd E,Twin Falls,ID,83301,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2002.0,1141.0
zzw-222@8gm-dt9-zj9,sg:ce2e21296d824fd3bd259b4e8d562fef,The Home Depot,The Home Depot,1100 Highway 34 E,Newnan,GA,30265,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4320.0,2747.0
222-222@645-cdk-435,sg:1478202beec44548ab6ab034526bc884,Lowe's,Lowe's,100 Greenhill Dr,Whiteville,NC,28472,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2654.0,1308.0
222-222@8f5-7pp-kfz,sg:2bd0f91526e647809510ca06c397e822,Lowe's,Lowe's,1421 Tiger Park Ln,Tiger Point,FL,32563,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4819.0,2377.0
zzw-222@5x3-2tz-f2k,sg:3e4cfb0b795b44da8c2d03d01d5e3f8d,Lowe's,Lowe's,1050 E Sunset Dr,Bellingham,WA,98226,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1974.0,1153.0
222-222@63s-cr7-4y9,sg:9f704241fcd04f0bb1fb0caa16bc8a72,Lowe's,Lowe's,1250 Cornerstone Blvd,Downingtown,PA,19335,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1876.0,1212.0
222-222@5pv-b8y-x89,sg:fa1112322d9648ca9e168f080596ae95,The Home Depot,The Home Depot,2225 N Post Rd,Indianapolis,IN,46219,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1739.0,1145.0
222-222@8dg-nz8-h5z,sg:31796386a3fa4c0292a0049ead8e87bd,Lowe's,Lowe's,12730 Tamiami Trl E,Naples,FL,34113,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1524.0,912.0
zzw-222@8fc-9bx-pqf,sg:47ef6efcd1244a2891993e984c943fb9,The Home Depot,The Home Depot,22310 Kuykendahl Rd,Spring,TX,77379,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,30.0,29.0
zzy-222@63m-ny5-ht9,sg:c1fe4c6c6c974fc98a610a852c2455a6,The Home Depot,The Home Depot,2000 Harrell Rd,Kingsport,TN,37660,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1981.0,1192.0
222-222@5pv-vdk-f4v,sg:859d11d10eea4f9faed88c6990daae00,Lowe's,Lowe's,4701 S US Highway 41,Terre Haute,IN,47802,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2909.0,1885.0
222-222@63s-2qh-r49,sg:00bf6fe7724b412f9d1fbab15dae0f16,The Home Depot,The Home Depot,7251 Bell Creek Rd,Mechanicsville,VA,23111,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2158.0,1353.0
222-222@5qw-vzs-st9,sg:3f38c829f2fc42a99bf5aa84f5383bd4,The Home Depot,The Home Depot,4850 SW Loop 820 # R,Fort Worth,TX,76109,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3810.0,2299.0
222-222@63m-nyf-68v,sg:794ec54329704f9781d9386382effffd,Lowe's,Lowe's,2526 E Stone Dr,Kingsport,TN,37660,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3299.0,1892.0
zzw-222@8fz-tkw-4qf,sg:1e431dd11b74462cb1530a507ffa6f85,Lowe's,Lowe's,401 N Congress Ave,Lake Park,FL,33403,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2095.0,1355.0
zzw-222@63s-d3y-kfz,sg:479d53a023954f009892826b281d349e,The Home Depot,The Home Depot,295 Armand Hammer Blvd,Pottstown,PA,19464,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2552.0,1605.0
222-222@62j-rqt-9mk,sg:6866738a1e5c492a83a2f143c84841b5,The Home Depot,The Home Depot,288 Daniel Webster Hwy,Nashua,NH,03060,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2053.0,1279.0
222-222@5s6-g28-8jv,sg:978a5a6ab3b84c1bba814387baf3532b,The Home Depot,The Home Depot,6685 S Westnedge Ave,Portage,MI,49002,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2683.0,1631.0
zzw-222@5z5-3mj-649,sg:49567b26b2bb4353aba190b29003a77c,The Home Depot,The Home Depot,7121 Firestone Blvd,Downey,CA,90241,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2292.0,1434.0
222-222@8gb-kg2-j35,sg:86bf4214907e41c0bca41b4cc727b4d9,Lowe's,Lowe's,198 Bulldog Dr,Murphy,NC,28906,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2505.0,1302.0
zzw-222@8g6-ykx-gff,sg:0db6c21ca6154054b13251620aa3c1b9,The Home Depot,The Home Depot,2525 Piedmont Rd NE,Atlanta,GA,30324,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2058.0,1236.0
227-222@8gg-mjz-kfz,sg:685e0b77c62c419d8948c391724bedc5,Lowe's,Lowe's,513 Bypass 72 NW,Greenwood,SC,29649,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,31.0,18.0
222-222@8m4-tbq-xbk,sg:0ff458dddf1441548d58388e933aaa07,Lowe's,Lowe's,411 Pacific St,Honolulu,HI,96817,2020-07-01T00:00:00-10:00,2020-08-01T00:00:00-10:00,1769.0,1207.0
222-222@5yw-62k-r8v,sg:bb0e046e0d8f49a1ada3aa0082164c41,Lowe's,Lowe's,5075 Kietzke Ln,Reno,NV,89511,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2079.0,1314.0
zzw-222@8fc-9gw-4sq,sg:5021c09b3b7c4e1885a19377d1b50f43,The Home Depot,The Home Depot,23575 Highway 59,Porter,TX,77365,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,6403.0,3656.0
