placekey,safegraph_place_id,brands,location_name,street_address,city,region,postal_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts
222-222@63r-4hh-ct9,sg:e34a537c6a09448599324812b8bfd146,Lowe's,Lowe's,16301 Heritage Blvd,Bowie,MD,20716,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2406.0,1607.0
222-222@8g6-q3d-9xq,sg:a7f5e36b7d82443f9582d5b75f3751d8,Lowe's,Lowe's,1731 N Columbia St,Milledgeville,GA,31061,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4159.0,2157.0
222-222@5vg-9xq-vzz,sg:d964004bd11041bda81b761bae2b2e9f,Lowe's,Lowe's,4255 1st St,Livermore,CA,94551,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1889.0,1075.0
zzw-222@628-q2c-d9z,sg:5b5102cc61c44c75ac045efdc9bcc59e,The Home Depot,The Home Depot,650 Easton Rd,Warrington,PA,18976,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2723.0,1674.0
zzy-222@628-d4g-bkz,sg:bfc97bfdfcde464d8e15f839993b99d3,The Home Depot,The Home Depot,244 Highway 202,Flemington,NJ,08822,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2042.0,1102.0
222-222@5sb-czj-8d9,sg:a0bcbfe86a504502b1f0b2f33fe52284,The Home Depot,The Home Depot,3200 W Il Route 60,Mundelein,IL,60060,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1798.0,994.0
222-222@63v-4gk-d7q,sg:ccf101ee963144109395f53849339185,The Home Depot,The Home Depot,3163 Fairlane Dr,Allen Park,MI,48101,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2280.0,1383.0
zzw-222@5pb-kvt-m6k,sg:f7cf716b21db43259f69d6939dc46ecb,The Home Depot,The Home Depot,15101 Flagstaff Ave,Apple Valley,MN,55124,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3387.0,2147.0
222-222@65z-bxs-vfz,sg:a9ca942c4caa4fdeaf9587ac58a401db,Lowe's,Lowe's,5411 State Highway 12,Norwich,NY,13815,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,201.0,137.0
222-222@646-cs4-tvz,sg:0a2b9ca994444bd59d44a636cebb7825,Lowe's,Lowe's,4489 US Highway 70 W,Kinston,NC,28504,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2306.0,1288.0
zzw-222@8fy-4h5-w6k,sg:a24785a1fa914a41a69961958e4bd66d,The Home Depot,The Home Depot,2700 US Highway 441 S,Okeechobee,FL,34974,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2473.0,1253.0
222-222@628-r5w-x89,sg:f7f99e4b9307407ab2d5f0850c9cf158,The Home Depot,The Home Depot,3540 State Route 66,Neptune,NJ,07753,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3172.0,1767.0
222-222@627-xdr-7qz,sg:dc256dceb8764ae9828fb921f242b57a,The Home Depot,The Home Depot,541 Kings Highway Cutoff,Fairfield,CT,06824,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2208.0,1261.0
222-222@5qk-k8x-q75,sg:e29a68b2830f45d4bddb809816d98bf9,The Home Depot,The Home Depot,2440 Buckley Rd,Brighton,CO,80601,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2714.0,1608.0
222-222@63r-b5c-nnq,sg:fdf5994b2e054139a93765ea246fe4dc,The Home Depot,The Home Depot,8729 Liberty Rd,Randallstown,MD,21133,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1614.0,872.0
222-222@5r8-2cj-skf,sg:5a557f5631d4495fb439f6b1592d5d07,The Home Depot,The Home Depot,3110 E 20th St,Joplin,MO,64801,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2672.0,1694.0
zzw-222@5z4-v94-835,sg:cd86126f9cb94c9891c1394c6f7545ad,The Home Depot,The Home Depot,20642 Golden Triangle Rd,Santa Clarita,CA,91351,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2743.0,1530.0
222-222@62j-stx-d9z,sg:d209ba41291b488a8b6a32c9dbdadebc,The Home Depot,The Home Depot,60 Walkers Brook Dr,Reading,MA,01867,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2303.0,1543.0
222-222@5wg-42f-5vf,sg:032e2d16c6e846dcb970c6b924cd403d,Lowe's,Lowe's,925 E 17th St,Idaho Falls,ID,83404,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2834.0,1668.0
222-222@5r8-dy2-vvf,sg:0dd655e0cf1442e2ae249bb2793077e4,Lowe's,Lowe's,2205 SE Adams Blvd,Bartlesville,OK,74006,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1351.0,792.0
222-222@8fw-5sz-d35,sg:451612943b974604941180eb7c69fca3,The Home Depot,The Home Depot,2999 McDonald St,Miami,FL,33133,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2044.0,1327.0
zzw-222@627-rxx-vpv,sg:4b9592a0e6394fd2ad7ecd5c2f3b48a5,The Home Depot,The Home Depot,55 Weyman Ave,New Rochelle,NY,10805,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2793.0,1701.0
222-222@63j-8qs-zmk,sg:b67545abc33f41bab40d60f5df76e0a6,The Home Depot,The Home Depot,6300 Glenway Ave,Bridgetown,OH,45211,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3049.0,1761.0
222-222@8g8-5vs-mp9,sg:f8cfa44083044c5eb8bcb8aca10b3bfc,The Home Depot,The Home Depot,1025 Highway 19 N,Thomaston,GA,30286,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2352.0,1227.0
zzw-222@8g6-y2v-975,sg:063b8c8963ba41f7aedc57645ff79cc7,The Home Depot,The Home Depot,1580 Holcomb Bridge Rd,Roswell,GA,30076,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1463.0,911.0
222-222@5nz-w85-kpv,sg:07c098c8bb82403096078a920cc3a226,The Home Depot,The Home Depot,2335 SE Delaware Ave,Ankeny,IA,50021,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2481.0,1580.0
zzw-222@5sc-7jy-x5z,sg:f1009dc6205f405a83fab9ab23606c3c,Lowe's,Lowe's,W3255 Van Roy Rd,Appleton,WI,54915,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1707.0,1154.0
zzw-222@5vh-8sk-jy9,sg:3adaa3c26b7c46dcb702c5b891780d89,The Home Depot,The Home Depot,2181 Monterey Hwy,San Jose,CA,95125,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2352.0,1276.0
222-222@5q9-bnm-fj9,sg:4f45db50b144443c892730c4ede4bff2,The Home Depot,The Home Depot,6701 W Alameda Ave,Lakewood,CO,80226,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1688.0,1023.0
zzy-222@5pv-brf-vzz,sg:6495b942ae5f4a3893ca333b2e3e6652,The Home Depot,The Home Depot,1710 Us 231 South,Crawfordsville,IN,47933,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1942.0,1045.0
zzw-222@8fc-f7w-xyv,sg:735b81d5bdd54fb7b1e08c6c52931c5f,Lowe's,Lowe's,19935 Katy Fwy,Houston,TX,77094,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4657.0,2895.0
zzw-222@8fw-26w-5j9,sg:88fd1b9e37fd43fe801d465d49d99148,The Home Depot,The Home Depot,1590 W 49th St,Hialeah,FL,33012,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3627.0,2127.0
222-222@629-3p5-p35,sg:b1f68956278e424db692abc08226f2ea,The Home Depot,The Home Depot,115 Putnam Blvd,Glastonbury Center,CT,06033,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2165.0,1387.0
zzw-222@8gf-xdg-kj9,sg:c44fdfd2c45a4d83972d211169704d76,Lowe's,Lowe's,130 Lowes Blvd,Lexington,NC,27292,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4486.0,2559.0
zzw-222@5r4-q95-ghq,sg:5792b10753394285b60bc50599106fa2,Lowe's,Lowe's,3035 S 9th St,Salina,KS,67401,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2368.0,1338.0
222-222@5pn-pxr-grk,sg:8087b883c4ab46428d11faf4288f0e6e,The Home Depot,The Home Depot,1015 Joyce Ln,Nashville,TN,37216,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2144.0,1219.0
zzw-222@8gk-tqp-26k,sg:6a50edb31478448fb80c58baebf661d4,Lowe's,Lowe's,5291 Highway 280,Birmingham,AL,35242,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3820.0,2470.0
zzw-222@63d-6x5-qfz,sg:d2a176d73c1e458faa6655b27dcafb28,Lowe's,Lowe's,690 E Waterfront Dr,Munhall,PA,15120,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2182.0,1163.0
222-222@8dy-ry7-35z,sg:2a45c044b09945869a35a2e87445972b,Lowe's,Lowe's,3007 Highway 190 W,Hammond,LA,70401,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3479.0,2016.0
222-222@8gq-59x-kzz,sg:2abd062c4d1b4cee98139b6661c71dec,Lowe's,Lowe's,3535 SW 36th Ave,Ocala,FL,34474,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2427.0,1598.0
zzw-222@63b-ywz-8y9,sg:8da2022b64484367b7cf9ec07151c70a,Lowe's,Lowe's,9595 Mall Rd,Morgantown,WV,26501,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2700.0,1414.0
223-222@8g9-zyy-snq,sg:bc9dc1fad33e4561bc076aa060042cb1,Lowe's,Lowe's,2215 Battlefield Pkwy,Fort Oglethorpe,GA,30742,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4486.0,2540.0
222-222@5sb-94k-8sq,sg:3119d676d10542f39090f7368cf01839,Lowe's,Lowe's,7130 E State St,Rockford,IL,61108,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2126.0,1439.0
zzw-222@5yv-hmf-7kf,sg:5116a88f45e944688da7f4ea01b46845,The Home Depot,The Home Depot,9705 W Charleston Blvd,Las Vegas,NV,89117,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1675.0,1016.0
zzw-222@5z5-pwj-pd9,sg:768488683efd42288a5ea0866d8f81d9,The Home Depot,The Home Depot,12175 Tech Center Dr,Poway,CA,92064,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2812.0,1721.0
zzw-222@62k-pz7-mkz,sg:59b5027ea0ee47ce868d207f776cbc52,The Home Depot,The Home Depot,535 Grand Army Hwy,Somerset,MA,02726,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2285.0,1334.0
zzw-222@5s5-gys-7bk,sg:75f269f61d6f466ab2a3a549d42a47db,The Home Depot,The Home Depot,257 54th St SW,Wyoming,MI,49548,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2251.0,1397.0
zzw-222@8fy-dcz-jgk,sg:a8a772fc24c14076ace6676f9b572b41,Lowe's,Lowe's,23227 Hwy 27,Lake Wales,FL,33859,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2382.0,1417.0
222-222@63r-bgk-pd9,sg:267cead3db144f0b906cfa03ed23e9e6,Lowe's,Lowe's,8281 Gateway Overlook,Columbia,MD,21075,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2460.0,1695.0
zzw-222@5vh-8vb-qzz,sg:333d087f33fa40d5a6aa409dea25d3db,The Home Depot,The Home Depot,920 Blossom Hill Rd,San Jose,CA,95123,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2042.0,1279.0
222-222@8g9-gv3-r8v,sg:5635d97ae303481cb6a8f95004ca7a37,Lowe's,Lowe's,3100 S Mall Rd NE,Knoxville,TN,37917,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3605.0,2161.0
222-222@5qk-jcb-q75,sg:662371d7bffd44eeaf5c156b3dce5b11,The Home Depot,The Home Depot,10858 Jake Jabs Blvd,Firestone,CO,80504,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2541.0,1401.0
222-222@5x4-4sc-8vz,sg:dbf48d10ed5040b6a0e132ee4bee5f96,The Home Depot,The Home Depot,6810 S 180th St,Tukwila,WA,98188,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2579.0,1616.0
222-222@8fc-8pj-s3q,sg:0509da4bc327461c829e71d92b3bb81c,Lowe's,Lowe's,19225 Gulf Fwy,Webster,TX,77598,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3183.0,1993.0
222-222@8sc-wy7-djv,sg:9ac02ca09b4d446aa74e28d732760bb7,The Home Depot,The Home Depot,320 Wake Ave,El Centro,CA,92243,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1409.0,820.0
222-222@63r-trg-cdv,sg:e2fe04faf90e4de0ba46d8275e911653,Lowe's,Lowe's,7500 Broken Branch Ln,Sudley,VA,20109,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1847.0,1205.0
zzw-223@5yv-htt-yvz,sg:28256f6221004d71b28bb92f478a4eed,The Home Depot,The Home Depot,7881 W Tropical Pkwy,Las Vegas,NV,89149,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3319.0,1988.0
zzw-222@8fc-9pb-tn5,sg:5df577dca06141c9a22d4e237ae726bc,The Home Depot,The Home Depot,10600 Eastex Fwy,Houston,TX,77093,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3459.0,2256.0
222-222@5pj-5nw-bp9,sg:8b2df058c4944016b244c2e737f0e7d1,Lowe's,Lowe's,2501 Green Mount Commons Dr,Belleville,IL,62221,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2526.0,1586.0
222-222@63d-p3n-cqz,sg:f6ff97cebf39484990bf53db3059cb24,Lowe's,Lowe's,50421 Valley Plaza Dr,Saint Clairsville,OH,43950,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2612.0,1462.0
222-223@5vg-trc-45f,sg:077f6b509bfb438f9dc7d687a41114df,The Home Depot,The Home Depot,5859 Antelope Rd,Sacramento,CA,95842,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3296.0,1847.0
222-222@8g8-7pz-q2k,sg:4a178610bc0d49fe972d52a458630b68,The Home Depot,The Home Depot,2891 Sowega Dr,Columbus,GA,31909,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4678.0,2580.0
zzw-222@5vh-yny-st9,sg:1827358823434e6a80e4bb38bee571b7,The Home Depot,The Home Depot,1735 W State Highway 140,Merced,CA,95341,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1281.0,740.0
222-222@8fy-d2v-q2k,sg:4ee866b96e3f4b378bd0dc21f0e94a73,Lowe's,Lowe's,4420 Pleasant Hill Rd,Kissimmee,FL,34746,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2814.0,1600.0
222-222@63t-ypg-tvz,sg:501544811345462396ade95899aa65a4,Lowe's,Lowe's,6555 N Newburgh Rd,Westland,MI,48185,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2361.0,1582.0
222-222@5s6-2z4-nkf,sg:67c0ed6b92d44b239c0079c0558784aa,Lowe's,Lowe's,1300 Mall Dr,Benton Harbor,MI,49022,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2266.0,1304.0
222-222@5pz-wby-fcq,sg:756e2df3e9b541d1b0b60038ca5006c2,The Home Depot,The Home Depot,3015 N Baltimore St,Kirksville,MO,63501,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1302.0,648.0
223-222@5sb-7tk-d9z,sg:98594dc36fce464896305e6f82fb7d44,The Home Depot,The Home Depot,600 Meacham Rd,Elk Grove Village,IL,60007,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2829.0,1717.0
222-222@5ny-wrh-g8v,sg:96360f9831b74f12a280b6a7ecb3e37b,The Home Depot,The Home Depot,6800 S 70th St,Lincoln,NE,68516,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2879.0,1847.0
zzw-223@5qw-v9z-kcq,sg:d94559db3e154d51a9ad1f386ef65052,Lowe's,Lowe's,1901 Highway 287 N,Mansfield,TX,76063,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4187.0,2676.0
222-222@627-y7q-brk,sg:403162051aae4f729c99637a1defc514,Lowe's,Lowe's,2150 Nesconset Hwy,Stony Brook,NY,11790,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3367.0,2112.0
222-222@5pr-6hx-bkz,sg:d43531f3c7d24d4d9772612be489a960,The Home Depot,The Home Depot,1306 E North Ave,Belton,MO,64012,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2776.0,1580.0
zzy-222@5nz-c2m-zcq,sg:58a8699e522041edbb8cc45b87cb54fe,The Home Depot,The Home Depot,5201 N Belt Line Hwy Bldg C,Saint Joseph,MO,64506,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1653.0,983.0
222-222@5z4-pgj-gc5,sg:c1000d413b1c4de78c42e43e4b7ee8fe,The Home Depot,The Home Depot,15655 Roy Rogers Dr,Victorville,CA,92394,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2804.0,1685.0
zzw-222@5z4-m2k-jn5,sg:170e82e84bc54f3fb06669700e721953,Lowe's,Lowe's,9851 Magnolia Ave,Riverside,CA,92503,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2449.0,1626.0
223-222@62j-shk-syv,sg:eceab6f9d4014fb0b1b1a7c156ab99aa,The Home Depot,The Home Depot,1213 Vfw Pkwy,West Roxbury,MA,02132,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1516.0,998.0
222-222@5pn-pd7-zcq,sg:0a9f4c04a0dc48388c785e8ee6dc9b92,Lowe's,Lowe's,2000 Belshire Way,Spring Hill,TN,37174,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3052.0,1773.0
222-222@5q2-jmt-xt9,sg:5aa18075dd724464a50c4c0954cde7e5,Lowe's,Lowe's,2701 2nd St,Coralville,IA,52241,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3165.0,1842.0
zzw-222@62k-qyv-835,sg:b043b20b2c2f4b70817868cac72146a5,The Home Depot,The Home Depot,779 Washington St,Auburn,MA,01501,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2382.0,1411.0
222-222@5yz-n7g-7t9,sg:0eed724d44984fe8969e599d1a44861f,The Home Depot,The Home Depot,937 N Westridge Dr,Saint George,UT,84770,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1892.0,931.0
222-222@8tg-nqt-fpv,sg:63020b7a47e7432d95e86322a9615933,The Home Depot,The Home Depot,530 Kachina,Gallup,NM,87301,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1359.0,701.0
222-222@8fx-z4h-fxq,sg:9c522fbafeb147b59b4605f0771fd80e,Lowe's,Lowe's,2150 Minton Rd,West Melbourne,FL,32904,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2826.0,1678.0
zzy-222@96z-yts-bc5,sg:e2e140ed26e641ba9b7b6f074346a20d,The Home Depot,The Home Depot,Las Catalinas Mall Caguas Bypass Pr52 Exp,Caguas,PR,00726,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2747.0,2004.0
zzw-222@5z6-3bq-9vf,sg:0a8a8ef5e02c417f9a86aa016370f164,The Home Depot,The Home Depot,2115 N Gaffey St,San Pedro,CA,90731,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1995.0,1103.0
222-222@8fy-84r-jy9,sg:1468ba1c8305463aaadb8402df94fa0a,The Home Depot,The Home Depot,4403 Millenia Plaza Way,Orlando,FL,32839,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2298.0,1513.0
zzw-222@5zb-ww7-b6k,sg:53fb8d5ffcce4e41868a60245c4e0422,The Home Depot,The Home Depot,2650 W Thunderbird Rd,Phoenix,AZ,85023,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3034.0,1853.0
222-222@5pk-nhm-zj9,sg:7a2b28c75b4143f2bd43e0d8ae367faf,Lowe's,Lowe's,14810 Manchester Rd,Ballwin,MO,63011,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3183.0,1861.0
zzw-222@627-wh2-tgk,sg:bcacb76257a94061bff2c451c847b6c0,Lowe's,Lowe's,118 2nd Ave,Brooklyn,NY,11215,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1744.0,1115.0
222-222@5sb-d2p-5cq,sg:684cadb97df4483a89b17a9435d39d11,The Home Depot,The Home Depot,2850 Patriot Blvd,Glenview,IL,60026,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2126.0,1345.0
zzy-222@8f3-nxy-2p9,sg:c598de7c3e1e405abab7f3f5a3679c9e,Lowe's,Lowe's,3101 South Mckenzie Hwy 59,Foley,AL,36535,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4485.0,2857.0
zzw-222@8ts-zh8-xdv,sg:f9e5f6ea28dc477cb912ded1fe6deef9,The Home Depot,The Home Depot,1330 W Baseline Rd,Tempe,AZ,85283,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2059.0,1308.0
zzw-222@628-cp6-dvz,sg:fe8ba7a68cef4b028d1df4c0e8c69218,Lowe's,Lowe's,1001 S West End Blvd,Quakertown,PA,18951,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3027.0,1748.0
zzw-222@5r2-mxn-gzf,sg:7c44efd18e56472a8e3fd828bbf08c35,Lowe's,Lowe's,4134 Ridgemont Dr,Abilene,TX,79606,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4931.0,2781.0
zzw-222@5q7-zct-n89,sg:dd383919d73f4e3799934857fa6f5fff,Lowe's,Lowe's,1225 W US Highway 50,Pueblo,CO,81008,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2361.0,1355.0
zzw-222@5s9-xn7-4d9,sg:e7201b8a20bb456685dc03dd47603263,The Home Depot,The Home Depot,2425 East Springs Dr,Madison,WI,53704,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2452.0,1645.0
222-222@5qw-vvr-rhq,sg:34d27069f2d24296ba0f8e1e9c141dc4,The Home Depot,The Home Depot,4611 S Cooper St,Arlington,TX,76017,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4472.0,2825.0
zzw-222@63g-2dv-yvz,sg:72ac03bedea54b079c47e0a6784f81b4,Lowe's,Lowe's,2005 E Cone Blvd,Greensboro,NC,27405,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2214.0,1195.0
zzw-222@63t-mmj-f2k,sg:9d6275e37c2a419ea921bcb08552ba10,The Home Depot,The Home Depot,3300 Shenango Valley Fwy,Hermitage,PA,16148,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1292.0,856.0
222-222@8gm-nqb-52k,sg:f1c349247e4d4d9db1867a99a9ba2b6c,Lowe's,Lowe's,6584 Highway 431 S,Huntsville,AL,35763,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3764.0,1905.0
zzw-222@63t-yp8-zfz,sg:3098cd8c6eda4f03a19b2c4ea9d0c5c8,The Home Depot,The Home Depot,39825 Ford Rd,Canton,MI,48187,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2809.0,1715.0
222-222@62k-jbr-92k,sg:6ba3a23be5b24988918f6d613ea7300f,Lowe's,Lowe's,19 Dowling Village Blvd,North Smithfield,RI,02896,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1827.0,1059.0
222-222@5zb-xmg-dgk,sg:81d3a6147d4a478da5ab98a39d41b7a6,The Home Depot,The Home Depot,15499 N Hayden Rd,Scottsdale,AZ,85260,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2068.0,1224.0
zzy-222@627-tt7-vvf,sg:a237669bb2ed4da7b3a6d26712fef8ed,The Home Depot,The Home Depot,106 Route 23,Riverdale,NJ,07457,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3219.0,2019.0
zzw-222@8fy-6q6-xt9,sg:8984f7d0641b43e6a1cfc6977b034303,Lowe's,Lowe's,4100 NW Federal Hwy,Jensen Beach,FL,34957,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1995.0,1193.0
zzw-222@8fy-5y9-mp9,sg:d440976104a545a0a519ea1b3b82c23a,The Home Depot,The Home Depot,700 SW Saint Lucie West Blvd,Port Saint Lucie,FL,34986,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3393.0,1964.0
zzw-222@63q-kvt-k2k,sg:d6ab6beb048a41a9bf2500e1bf765f85,The Home Depot,The Home Depot,1900 Dan Eaton Dr,St. Bonaventure,NY,14760,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2028.0,1141.0
zzw-222@5qf-kks-9pv,sg:066b1f1da00c4773a56302d19d0afdb2,Lowe's,Lowe's,2525 Rimrock Ave,Grand Junction,CO,81505,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2541.0,1488.0
zzw-222@5q9-b7n-7yv,sg:8e2a16d367224f289f496c4792cf7b70,The Home Depot,The Home Depot,7990 W Crestline Ave,Denver,CO,80123,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2599.0,1572.0
222-222@5ny-wrh-mc5,sg:a659f3c433a14223a36158ff4e77b5a0,Lowe's,Lowe's,6101 Apple Way,Lincoln,NE,68516,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2566.0,1647.0
zzw-222@5q6-7bm-8gk,sg:112981dbd0dc4471906641c197fdede3,The Home Depot,The Home Depot,7125 W 88th Ave,Westminster,CO,80021,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2049.0,1297.0
zzw-222@5qv-32n-bff,sg:182cf95b15cb40b2a6a362f27b565fc6,Lowe's,Lowe's,5201 W Owen K Garriott Rd,Enid,OK,73703,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4739.0,2510.0
222-222@628-bwj-w49,sg:814781f42a5943c681529c43de861478,Lowe's,Lowe's,4443 Birkland Pl,Easton,PA,18045,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2829.0,1785.0
222-222@5xc-qf8-qfz,sg:a930a74762d7467ca1244ebf55e18cf6,Lowe's,Lowe's,6225 Ulali Dr NE,Keizer,OR,97303,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1876.0,1272.0
zzw-222@5sc-dxq-k2k,sg:ededfb01336d44ab9533cb274a7c582c,The Home Depot,The Home Depot,3400 Hillside Dr,Delafield,WI,53018,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2528.0,1533.0
